mN/GeV	BrNtovee	BrNtovmumu	BrNtovemu	BrNto2tracks	BrNtoinvistoMATHUSLA
0.19060507073078084	0.015825211152595102	0	0.	0.	0.984174788847405
0.19405103463613352	0.01537147154775296	0	0.	0.	0.9846285284522469
0.197559298391073	0.014989300107368353	0	0.	0.	0.9850106998926316
0.20113098831942758	0.014668971363347156	0	0.	0.	0.9853310286366529
0.2047672511079219	0.014402548960765055	0	0.	0.	0.9855974510392349
0.2084692541743191	0.014183510286379592	0	0.	0.	0.9858164897136203
0.21223818604221875	0.0140064598034222	2.8482994710070985e-10	0.	0.	0.985993539911748
0.2160752567226312	0.013866906582037462	1.0761227123666586e-7	0.	0.	0.9861329858056913
0.21998169810245002	0.013761088352119403	8.327292832775001e-7	0.	0.	0.9862380789185974
0.22395876433994763	0.01368583907744607	2.920878308988778e-6	0.	0.	0.986311240044245
0.22800773226742174	0.013638484319040007	7.197479520093712e-6	0.	0.	0.9863543182014399
0.23212990180112017	0.013616756838018043	0.000014511899603921818	0.	0.	0.9863687312623779
0.23632659635857797	0.013618728582051258	0.000025709552455581862	0.	0.	0.9863555618654932
0.2405991632834988	0.013642755596461397	0.00004161702527273135	0.	0.	0.986315627378266
0.2449489742783178	0.013687433144013505	0.00006303418869578244	0.	0.	0.9862495326672907
0.2493774258445853	0.013751558926274403	0.00009073031237139701	0.	0.	0.9861577107613542
0.2538859397313119	0.013834102769426477	0.00012544254968007858	0.	0.	0.9860404546808934
0.2584759633914188	0.013934181496881356	0.0001678758345623076	0.	0.	0.9858979426685562
0.2631489704464419	0.014051037986159842	0.00021870360834810176	0.	0.	0.985730258405492
0.2679064611596348	0.014184023618916389	0.0002785690137495233	0.	0.	0.9855374073673341
0.2727499629176276	0.014332583496272935	0.0003480863266026923	0.	0.	0.9853193301771244
0.27768103072079214	0.0144962439184408	0.0004278424794674824	0.	0.	0.9850759136020917
0.2827012476824727	0.014674601726651634	0.0005183985845599326	0.	0.	0.9848069996887884
0.28781222553724317	0.014867315183203325	0.0006202913980717194	0.	0.	0.984512393418725
0.2930156051583522	0.01507409612685259	0.0007340346905573033	0.	0.	0.9841918691825902
0.29831305708452327	0.015294703189552611	0.0008601205029397584	0.	0.	0.9838451763075078
0.30370628205628	0.01552893589945335	0.0009990202774665866	0.	0.	0.9834720438230802
0.3091970115619657	0.015776629526300535	0.0011511858593593516	0.	0.	0.9830721846143401
0.31478700839363655	0.016037650550534785	0.00131705036905157	0.	0.	0.9826452990804136
0.32047806721300337	0.016311892657777594	0.0014970289475651959	0.	0.	0.9821910783946572
0.32627201512760556	0.016599273176982756	0.0016915193792157858	0.	0.	0.9817092074438015
0.3321707122774021	0.016899729894100057	0.0019009025968116787	0.	0.	0.9811993675090882
0.338176052431967	0.017213218184245874	0.002125543075045436	0.	0.	0.9806612387407087
0.34428996359848163	0.017539708414576798	0.002365789118024318	0.	0.	0.9800945024673988
0.3505144086407193	0.0178791835776944	0.0026219730469553802	0.	0.	0.9794988433753502
0.3568513859092202	0.018231637121768014	0.0028944112939689845	0.	0.	0.978873951584263
0.3633029298828596	0.018597070948887448	0.00318340440797697	0.	0.	0.9782195246431357
0.3698711118220143	0.018975493557637897	0.003489236978341882	0.	0.	0.9775352694640203
0.376558040433539	0.0193669183096789	0.0038121774820340393	0.	0.	0.976820904208287
0.38336586254776345	0.019771361803330022	0.004152478059842062	0.	0.	0.9760761601368279
0.3902967638077302	0.020188842339918814	0.0045103742271450625	0.	0.	0.9753007834329361
0.39735296937089215	0.02061937847101202	0.0048860845246826625	0.	0.	0.9744945370043052
0.4045367446234972	0.021062987616693337	0.005279810114766764	0.	0.	0.9736572022685398
0.41185039590788736	0.021519684746825037	0.005691734328369868	0.	0.	0.9727885809248051
0.41929627126294755	0.021989481118779852	0.00612202216856744	0.	0.	0.9718884967126528
0.42687676117794	0.022472383066486513	0.006570819775891662	0.	0.	0.970956797157622
0.4345942993599685	0.022968390836830374	0.0070382538612023746	0.	0.	0.9699933553019673
0.4424513635153171	0.023477497470507556	0.007524431111826894	0.	0.	0.9689980714176656
0.4504504761449145	0.02399968772537084	0.008029437576805205	0.	0.	0.9679708746978241
0.4585942053541797	0.02453493704113895	0.008553338037221279	0.	0.	0.9669117249216397
0.46688516567750976	0.025083210545083678	0.009096175367721556	0.	0.	0.9658206140871947
0.4753260189176723	0.02564446209896756	0.009657969895451465	0.	0.	0.964697568005581
0.4839194750003745	0.026218633388088223	0.010238718762787806	0.	0.	0.963542647849124
0.4926682928442811	0.02680565305379948	0.010838395300309106	0.	0.	0.9623559516458914
0.5015752812467621	0.02740543587132674	0.01145694841659746	0.	0.	0.9611376157120758
0.5106432997856537	0.02801788197507872	0.012094302011501282	0.	0.	0.9598878160134199
0.5198752597373226	0.028642876133983097	0.012750354419558263	0.	0.	0.9586067694464585
0.5292741250113271	0.029280287079638156	0.013424977890273533	0.	0.	0.9572947350300882
0.538842913101977	0.02992996689027928	0.01411801811196054	0.	0.	0.9559520149977602
0.5485846960570967	0.030591706188869236	0.014829272338142805	0.	0.	0.954579021472988
0.5585026014643026	0.03125182601753931	0.015551814143188155	0.	0.	0.9531963598392725
0.5685998134551102	0.03190085987571749	0.016280162517811007	0.	0.	0.9518189776064714
0.5788795737271971	0.03254064726402479	0.01701428016286226	0.	0.	0.950445072573113
0.5893451825851455	0.03317295150567393	0.017754198637392644	0.	0.	0.9490728498569334
0.6	0.03379944195633638	0.018500002466350803	0.	0.	0.9477005555773128
