mN/GeV	BrNtovee	BrNtovmumu	BrNtovemu	BrNto2tracks	BrNtoinvistoMATHUSLA
0.1	0.11193122713762572	0	0	0	0.8880687728623742
0.10180790778133073	0.11193304672208508	0	0	0	0.888066953277915
0.10364850086811943	0.11193480231963432	0	0	0	0.8880651976803656
0.1055223701805468	0.11193649617850077	0	0	0	0.8880635038214993
0.10743011732208552	0.11193813046804252	0	0.	0	0.8880618695319574
0.10937235477264423	0.11193970728150751	0	0.	0	0.8880602927184925
0.11134970608520353	0.11194122863869613	0	0.	0	0.8880587713613038
0.11336280608600682	0.11194269648853131	0	0.	0	0.8880573035114687
0.1154123010783706	0.11194411271153919	0	0.	0	0.888055887288461
0.1174988490501793	0.1119454791222433	0	0.	0	0.8880545208777567
0.11962311988513157	0.11194679747147557	0	0.	0	0.8880532025285245
0.12178579557780543	0.11194806944860629	0	0.	0	0.8880519305513938
0.1239875704526121	0.11194929668369677	0	0.	0	0.8880507033163032
0.1262291513867078	0.11195048074957699	0	0.	0	0.888049519250423
0.12851125803693586	0.1119516231638503	0	0.	0	0.8880483768361498
0.13083462307087163	0.11195272539082858	0	0.	0	0.8880472746091714
0.13319999240204464	0.11195378884339985	0	0.	0	0.8880462111566001
0.13560812542941317	0.11152320466088292	0	0.	0	0.8884767953391172
0.13805979528116824	0.102750208962355	0	0.	0	0.8972497910376449
0.14055578906294575	0.0881451662007303	0	0.	0.	0.9118548337992698
0.14309690811052556	0.07342294437017158	0	0.	0.	0.9265770556298284
0.14568396824709942	0.06097996730407108	0	0.	0.	0.9390200326959289
0.14831780004519013	0.05115650724736527	0	0.	0.	0.9488434927526348
0.15099924909330567	0.0435673223699668	0	0.	0.	0.9564326776300333
0.1537291762674145	0.037709739930002074	0	0.	0.	0.962290260069998
0.15650845800732874	0.03315239206300787	0	0.	0.	0.9668476079369921
0.15933798659808399	0.02956608040498706	0	0.	0.	0.970433919595013
0.16221867045640645	0.026709421701941443	0	0.	0.	0.9732905782980585
0.16515143442235905	0.02440723618055425	0	0.	0.	0.9755927638194458
0.1681372200562602	0.02253203648701394	0	0.	0.	0.977467963512986
0.17117698594097053	0.02099022639913253	0	0.	0.	0.9790097736008675
0.17427170798964473	0.01971230352357984	0	0.	0.	0.9802876964764201
0.17742237975904745	0.018646016198161745	0	0.	0.	0.9813539838018381
0.18063001276853347	0.017751591345805433	0	0.	0.	0.9822484086541946
0.18389563682479446	0.016998388108663744	0	0.	0.	0.9830016118913363
0.1872203003524776	0.016362529962591504	0	0.	0.	0.9836374700374085
